[34m[1mwandb[0m: Detected [huggingface_hub.inference] in use.
[34m[1mwandb[0m: Use W&B Weave for improved LLM call tracing. Install Weave with `pip install weave` then add `import weave` to the top of your script.
[34m[1mwandb[0m: For more information, check out the docs at: https://weave-docs.wandb.ai/
  0%|                                                                                          | 0/625 [00:00<?, ?it/s]Could not estimate the number of tokens of the input, floating-point operations will not be computed
                                                                                                                       
{'loss': 0.6931, 'grad_norm': 5.777158260345459, 'learning_rate': 5e-06, 'rewards/chosen': 0.0, 'rewards/rejected': 0.0, 'rewards/accuracies': 0.0, 'rewards/margins': 0.0, 'logps/chosen': -997.095947265625, 'logps/rejected': -1401.2965087890625, 'logits/chosen': -2.383577346801758, 'logits/rejected': -2.5550010204315186, 'epoch': 0.0}
{'loss': 0.0799, 'grad_norm': 1.147102952003479, 'learning_rate': 2.3840000000000004e-06, 'rewards/chosen': -1.0000207424163818, 'rewards/rejected': -5.349547863006592, 'rewards/accuracies': 1.0, 'rewards/margins': 4.349527835845947, 'logps/chosen': -1641.1444091796875, 'logps/rejected': -2077.921142578125, 'logits/chosen': -2.2412567138671875, 'logits/rejected': -2.3497512340545654, 'epoch': 0.52}
{'loss': 0.1104, 'grad_norm': 1.0080044269561768, 'learning_rate': 2.376e-06, 'rewards/chosen': -0.8521131277084351, 'rewards/rejected': -4.771732330322266, 'rewards/accuracies': 1.0, 'rewards/margins': 3.919619083404541, 'logps/chosen': -854.7633056640625, 'logps/rejected': -1473.36572265625, 'logits/chosen': -2.3536946773529053, 'logits/rejected': -2.3694260120391846, 'epoch': 0.53}
{'loss': 0.1076, 'grad_norm': 1.5855989456176758, 'learning_rate': 2.3680000000000005e-06, 'rewards/chosen': -0.923062264919281, 'rewards/rejected': -6.004367828369141, 'rewards/accuracies': 1.0, 'rewards/margins': 5.081305503845215, 'logps/chosen': -671.82861328125, 'logps/rejected': -1780.9609375, 'logits/chosen': -2.309326648712158, 'logits/rejected': -2.3038618564605713, 'epoch': 0.53}
{'loss': 0.1778, 'grad_norm': 3.2917847633361816, 'learning_rate': 2.3600000000000003e-06, 'rewards/chosen': -1.3800172805786133, 'rewards/rejected': -4.809904098510742, 'rewards/accuracies': 0.9375, 'rewards/margins': 3.429886817932129, 'logps/chosen': -1285.286865234375, 'logps/rejected': -1522.624267578125, 'logits/chosen': -2.3363771438598633, 'logits/rejected': -2.412583589553833, 'epoch': 0.53}
{'loss': 0.1515, 'grad_norm': 2.356498956680298, 'learning_rate': 2.352e-06, 'rewards/chosen': -1.0034823417663574, 'rewards/rejected': -5.269196033477783, 'rewards/accuracies': 0.9375, 'rewards/margins': 4.265713691711426, 'logps/chosen': -616.2153930664062, 'logps/rejected': -1515.214111328125, 'logits/chosen': -2.245990514755249, 'logits/rejected': -2.3694803714752197, 'epoch': 0.53}
{'loss': 0.0909, 'grad_norm': 1.3656684160232544, 'learning_rate': 2.3440000000000003e-06, 'rewards/chosen': -1.2257767915725708, 'rewards/rejected': -6.049248218536377, 'rewards/accuracies': 1.0, 'rewards/margins': 4.8234710693359375, 'logps/chosen': -1074.734375, 'logps/rejected': -1712.379638671875, 'logits/chosen': -2.3204989433288574, 'logits/rejected': -2.3403477668762207, 'epoch': 0.53}
{'loss': 0.188, 'grad_norm': 1.8196228742599487, 'learning_rate': 2.336e-06, 'rewards/chosen': -0.9282981157302856, 'rewards/rejected': -3.481879949569702, 'rewards/accuracies': 0.9375, 'rewards/margins': 2.553581714630127, 'logps/chosen': -650.8189086914062, 'logps/rejected': -1043.09326171875, 'logits/chosen': -2.299683094024658, 'logits/rejected': -2.354182481765747, 'epoch': 0.53}
{'loss': 0.1631, 'grad_norm': 2.2003912925720215, 'learning_rate': 2.3280000000000004e-06, 'rewards/chosen': -0.8096514344215393, 'rewards/rejected': -4.150145530700684, 'rewards/accuracies': 0.9375, 'rewards/margins': 3.340493679046631, 'logps/chosen': -657.878173828125, 'logps/rejected': -1495.8670654296875, 'logits/chosen': -2.2585837841033936, 'logits/rejected': -2.339015483856201, 'epoch': 0.54}
{'loss': 0.1468, 'grad_norm': 1.7038921117782593, 'learning_rate': 2.3200000000000002e-06, 'rewards/chosen': -0.4522605836391449, 'rewards/rejected': -5.142608642578125, 'rewards/accuracies': 0.9375, 'rewards/margins': 4.690348148345947, 'logps/chosen': -526.625732421875, 'logps/rejected': -1681.8675537109375, 'logits/chosen': -2.131169557571411, 'logits/rejected': -2.390847682952881, 'epoch': 0.54}
{'loss': 0.1096, 'grad_norm': 1.5462697744369507, 'learning_rate': 2.312e-06, 'rewards/chosen': -1.0075277090072632, 'rewards/rejected': -4.422256946563721, 'rewards/accuracies': 1.0, 'rewards/margins': 3.414728879928589, 'logps/chosen': -1115.6588134765625, 'logps/rejected': -1660.719482421875, 'logits/chosen': -2.23356032371521, 'logits/rejected': -2.34205961227417, 'epoch': 0.54}
{'loss': 0.1216, 'grad_norm': 1.1194971799850464, 'learning_rate': 2.3040000000000003e-06, 'rewards/chosen': -0.8671501874923706, 'rewards/rejected': -4.7994489669799805, 'rewards/accuracies': 1.0, 'rewards/margins': 3.9322993755340576, 'logps/chosen': -1095.38818359375, 'logps/rejected': -1564.221923828125, 'logits/chosen': -2.158738613128662, 'logits/rejected': -2.323246717453003, 'epoch': 0.54}
{'loss': 0.1445, 'grad_norm': 1.1145466566085815, 'learning_rate': 2.296e-06, 'rewards/chosen': -0.4262770116329193, 'rewards/rejected': -3.326630115509033, 'rewards/accuracies': 1.0, 'rewards/margins': 2.900352954864502, 'logps/chosen': -428.0898742675781, 'logps/rejected': -1053.744873046875, 'logits/chosen': -2.335561513900757, 'logits/rejected': -2.392768383026123, 'epoch': 0.54}
{'loss': 0.099, 'grad_norm': 3.596787214279175, 'learning_rate': 2.2880000000000004e-06, 'rewards/chosen': -1.5432813167572021, 'rewards/rejected': -5.955840587615967, 'rewards/accuracies': 1.0, 'rewards/margins': 4.4125590324401855, 'logps/chosen': -1726.477294921875, 'logps/rejected': -2187.120361328125, 'logits/chosen': -2.3710317611694336, 'logits/rejected': -2.3908214569091797, 'epoch': 0.54}
{'loss': 0.2305, 'grad_norm': 2.910829782485962, 'learning_rate': 2.28e-06, 'rewards/chosen': -1.0939445495605469, 'rewards/rejected': -4.054508209228516, 'rewards/accuracies': 0.9375, 'rewards/margins': 2.960564136505127, 'logps/chosen': -1324.4808349609375, 'logps/rejected': -1693.876220703125, 'logits/chosen': -2.409365177154541, 'logits/rejected': -2.4081366062164307, 'epoch': 0.55}
{'loss': 0.1347, 'grad_norm': 1.7608494758605957, 'learning_rate': 2.2720000000000004e-06, 'rewards/chosen': -1.508272647857666, 'rewards/rejected': -5.396944046020508, 'rewards/accuracies': 0.9375, 'rewards/margins': 3.8886711597442627, 'logps/chosen': -1060.94482421875, 'logps/rejected': -1539.3951416015625, 'logits/chosen': -2.3164689540863037, 'logits/rejected': -2.3938050270080566, 'epoch': 0.55}
{'loss': 0.0747, 'grad_norm': 1.6270943880081177, 'learning_rate': 2.2640000000000003e-06, 'rewards/chosen': -1.106817603111267, 'rewards/rejected': -5.979907989501953, 'rewards/accuracies': 1.0, 'rewards/margins': 4.873089790344238, 'logps/chosen': -1281.4139404296875, 'logps/rejected': -2180.72998046875, 'logits/chosen': -2.339033365249634, 'logits/rejected': -2.3927998542785645, 'epoch': 0.55}
{'loss': 0.1076, 'grad_norm': 1.4561922550201416, 'learning_rate': 2.256e-06, 'rewards/chosen': -0.7525897026062012, 'rewards/rejected': -4.708996772766113, 'rewards/accuracies': 1.0, 'rewards/margins': 3.956407308578491, 'logps/chosen': -971.2052001953125, 'logps/rejected': -1309.93212890625, 'logits/chosen': -2.2664380073547363, 'logits/rejected': -2.3787124156951904, 'epoch': 0.55}
{'loss': 0.0738, 'grad_norm': 0.7292812466621399, 'learning_rate': 2.2480000000000003e-06, 'rewards/chosen': -0.8253114223480225, 'rewards/rejected': -5.13498592376709, 'rewards/accuracies': 1.0, 'rewards/margins': 4.3096747398376465, 'logps/chosen': -977.9734497070312, 'logps/rejected': -1600.2474365234375, 'logits/chosen': -2.2865076065063477, 'logits/rejected': -2.3866095542907715, 'epoch': 0.55}
{'loss': 0.1553, 'grad_norm': 1.8103628158569336, 'learning_rate': 2.24e-06, 'rewards/chosen': -0.8880279660224915, 'rewards/rejected': -4.583164691925049, 'rewards/accuracies': 1.0, 'rewards/margins': 3.695136785507202, 'logps/chosen': -1198.89306640625, 'logps/rejected': -1623.44384765625, 'logits/chosen': -2.416804552078247, 'logits/rejected': -2.397423267364502, 'epoch': 0.55}
{'loss': 0.1658, 'grad_norm': 1.4918632507324219, 'learning_rate': 2.2320000000000004e-06, 'rewards/chosen': -1.0782603025436401, 'rewards/rejected': -3.7562875747680664, 'rewards/accuracies': 0.9375, 'rewards/margins': 2.678027391433716, 'logps/chosen': -882.3782348632812, 'logps/rejected': -1233.9736328125, 'logits/chosen': -2.3363633155822754, 'logits/rejected': -2.418962001800537, 'epoch': 0.56}
{'loss': 0.2133, 'grad_norm': 2.7069294452667236, 'learning_rate': 2.2240000000000002e-06, 'rewards/chosen': -1.1830989122390747, 'rewards/rejected': -3.9653806686401367, 'rewards/accuracies': 1.0, 'rewards/margins': 2.7822811603546143, 'logps/chosen': -1323.7772216796875, 'logps/rejected': -1464.40625, 'logits/chosen': -2.364607334136963, 'logits/rejected': -2.322779655456543, 'epoch': 0.56}
{'loss': 0.1085, 'grad_norm': 1.1741619110107422, 'learning_rate': 2.216e-06, 'rewards/chosen': -0.4186904728412628, 'rewards/rejected': -4.375089645385742, 'rewards/accuracies': 1.0, 'rewards/margins': 3.9563989639282227, 'logps/chosen': -1376.1134033203125, 'logps/rejected': -1845.94970703125, 'logits/chosen': -2.23396372795105, 'logits/rejected': -2.3480429649353027, 'epoch': 0.56}
{'loss': 0.107, 'grad_norm': 2.016902446746826, 'learning_rate': 2.2080000000000003e-06, 'rewards/chosen': -1.0321636199951172, 'rewards/rejected': -5.210906982421875, 'rewards/accuracies': 1.0, 'rewards/margins': 4.178743839263916, 'logps/chosen': -801.7633666992188, 'logps/rejected': -1729.7454833984375, 'logits/chosen': -2.2764623165130615, 'logits/rejected': -2.3886771202087402, 'epoch': 0.56}
{'loss': 0.0881, 'grad_norm': 0.9792308807373047, 'learning_rate': 2.2e-06, 'rewards/chosen': -1.4553464651107788, 'rewards/rejected': -6.232484340667725, 'rewards/accuracies': 1.0, 'rewards/margins': 4.777137279510498, 'logps/chosen': -1374.73095703125, 'logps/rejected': -2134.32373046875, 'logits/chosen': -2.4096877574920654, 'logits/rejected': -2.3715338706970215, 'epoch': 0.56}
{'loss': 0.1162, 'grad_norm': 0.8168057203292847, 'learning_rate': 2.1920000000000004e-06, 'rewards/chosen': 0.053603656589984894, 'rewards/rejected': -4.3555474281311035, 'rewards/accuracies': 1.0, 'rewards/margins': 4.40915060043335, 'logps/chosen': -1064.6097412109375, 'logps/rejected': -1546.6334228515625, 'logits/chosen': -2.1291091442108154, 'logits/rejected': -2.2321765422821045, 'epoch': 0.56}
{'loss': 0.2537, 'grad_norm': 3.734422445297241, 'learning_rate': 2.184e-06, 'rewards/chosen': -1.1507774591445923, 'rewards/rejected': -7.653946876525879, 'rewards/accuracies': 0.875, 'rewards/margins': 6.503170490264893, 'logps/chosen': -1238.431396484375, 'logps/rejected': -2351.3271484375, 'logits/chosen': -2.3776466846466064, 'logits/rejected': -2.4464874267578125, 'epoch': 0.56}
{'loss': 0.2384, 'grad_norm': 3.7391490936279297, 'learning_rate': 2.176e-06, 'rewards/chosen': -1.7622772455215454, 'rewards/rejected': -5.900181293487549, 'rewards/accuracies': 0.875, 'rewards/margins': 4.137903213500977, 'logps/chosen': -1224.521484375, 'logps/rejected': -1765.010498046875, 'logits/chosen': -2.4038968086242676, 'logits/rejected': -2.391253709793091, 'epoch': 0.57}
{'loss': 0.1255, 'grad_norm': 2.081941843032837, 'learning_rate': 2.1680000000000002e-06, 'rewards/chosen': -1.3085365295410156, 'rewards/rejected': -4.628738880157471, 'rewards/accuracies': 0.9375, 'rewards/margins': 3.320201873779297, 'logps/chosen': -1240.1072998046875, 'logps/rejected': -1699.4207763671875, 'logits/chosen': -2.3610713481903076, 'logits/rejected': -2.418074131011963, 'epoch': 0.57}
{'loss': 0.2654, 'grad_norm': 4.013101577758789, 'learning_rate': 2.16e-06, 'rewards/chosen': -1.0012202262878418, 'rewards/rejected': -4.669886112213135, 'rewards/accuracies': 0.8125, 'rewards/margins': 3.668665885925293, 'logps/chosen': -941.3868408203125, 'logps/rejected': -1550.168701171875, 'logits/chosen': -2.2468106746673584, 'logits/rejected': -2.2700488567352295, 'epoch': 0.57}
{'loss': 0.1878, 'grad_norm': 2.9938321113586426, 'learning_rate': 2.1520000000000003e-06, 'rewards/chosen': -1.3439459800720215, 'rewards/rejected': -4.192472457885742, 'rewards/accuracies': 0.875, 'rewards/margins': 2.8485262393951416, 'logps/chosen': -1014.4444580078125, 'logps/rejected': -1468.8592529296875, 'logits/chosen': -2.375196695327759, 'logits/rejected': -2.382920026779175, 'epoch': 0.57}
{'loss': 0.2523, 'grad_norm': 3.699941873550415, 'learning_rate': 2.144e-06, 'rewards/chosen': -1.1333783864974976, 'rewards/rejected': -5.129399299621582, 'rewards/accuracies': 0.9375, 'rewards/margins': 3.996020793914795, 'logps/chosen': -880.74169921875, 'logps/rejected': -1468.56884765625, 'logits/chosen': -2.176372528076172, 'logits/rejected': -2.2952091693878174, 'epoch': 0.57}
{'loss': 0.046, 'grad_norm': 0.6317238807678223, 'learning_rate': 2.1360000000000004e-06, 'rewards/chosen': -1.2996128797531128, 'rewards/rejected': -5.899964809417725, 'rewards/accuracies': 1.0, 'rewards/margins': 4.6003522872924805, 'logps/chosen': -1488.5599365234375, 'logps/rejected': -2134.927734375, 'logits/chosen': -2.355201482772827, 'logits/rejected': -2.28916072845459, 'epoch': 0.57}
{'loss': 0.2602, 'grad_norm': 5.325170993804932, 'learning_rate': 2.128e-06, 'rewards/chosen': -1.4008829593658447, 'rewards/rejected': -5.205432891845703, 'rewards/accuracies': 0.875, 'rewards/margins': 3.8045499324798584, 'logps/chosen': -1317.5260009765625, 'logps/rejected': -1870.3538818359375, 'logits/chosen': -2.397275686264038, 'logits/rejected': -2.425493001937866, 'epoch': 0.58}
{'loss': 0.0873, 'grad_norm': 1.3182774782180786, 'learning_rate': 2.12e-06, 'rewards/chosen': -0.8780878782272339, 'rewards/rejected': -5.162817478179932, 'rewards/accuracies': 1.0, 'rewards/margins': 4.284730434417725, 'logps/chosen': -862.1177978515625, 'logps/rejected': -1631.696533203125, 'logits/chosen': -2.128845691680908, 'logits/rejected': -2.269840717315674, 'epoch': 0.58}
{'loss': 0.1702, 'grad_norm': 3.9851136207580566, 'learning_rate': 2.1120000000000003e-06, 'rewards/chosen': -0.8555251359939575, 'rewards/rejected': -5.34816837310791, 'rewards/accuracies': 0.9375, 'rewards/margins': 4.492643356323242, 'logps/chosen': -1003.1756591796875, 'logps/rejected': -1605.441162109375, 'logits/chosen': -2.267002582550049, 'logits/rejected': -2.276033639907837, 'epoch': 0.58}
{'loss': 0.0491, 'grad_norm': 0.5496670603752136, 'learning_rate': 2.104e-06, 'rewards/chosen': -1.153033971786499, 'rewards/rejected': -5.943048477172852, 'rewards/accuracies': 1.0, 'rewards/margins': 4.790014266967773, 'logps/chosen': -1149.72216796875, 'logps/rejected': -2063.988037109375, 'logits/chosen': -2.2736423015594482, 'logits/rejected': -2.3194515705108643, 'epoch': 0.58}
{'loss': 0.0586, 'grad_norm': 0.7612152695655823, 'learning_rate': 2.0960000000000003e-06, 'rewards/chosen': -1.4074079990386963, 'rewards/rejected': -7.706377983093262, 'rewards/accuracies': 1.0, 'rewards/margins': 6.298969745635986, 'logps/chosen': -1402.6444091796875, 'logps/rejected': -2927.095458984375, 'logits/chosen': -2.350778579711914, 'logits/rejected': -2.3460044860839844, 'epoch': 0.58}
{'loss': 0.1375, 'grad_norm': 1.7600831985473633, 'learning_rate': 2.088e-06, 'rewards/chosen': -0.7255558371543884, 'rewards/rejected': -4.386504173278809, 'rewards/accuracies': 0.9375, 'rewards/margins': 3.6609482765197754, 'logps/chosen': -1005.83154296875, 'logps/rejected': -1764.16748046875, 'logits/chosen': -2.158608913421631, 'logits/rejected': -2.364793062210083, 'epoch': 0.58}
{'loss': 0.0407, 'grad_norm': 0.6165664792060852, 'learning_rate': 2.08e-06, 'rewards/chosen': -0.5648590326309204, 'rewards/rejected': -6.290545463562012, 'rewards/accuracies': 1.0, 'rewards/margins': 5.725686073303223, 'logps/chosen': -1329.4615478515625, 'logps/rejected': -1860.642822265625, 'logits/chosen': -2.2303287982940674, 'logits/rejected': -2.2599761486053467, 'epoch': 0.59}
{'loss': 0.1216, 'grad_norm': 1.2105417251586914, 'learning_rate': 2.0720000000000002e-06, 'rewards/chosen': -1.0156636238098145, 'rewards/rejected': -5.140583038330078, 'rewards/accuracies': 1.0, 'rewards/margins': 4.124919891357422, 'logps/chosen': -881.3046264648438, 'logps/rejected': -1873.0081787109375, 'logits/chosen': -2.2394111156463623, 'logits/rejected': -2.3404579162597656, 'epoch': 0.59}
{'loss': 0.1671, 'grad_norm': 4.255702495574951, 'learning_rate': 2.064e-06, 'rewards/chosen': -1.79097318649292, 'rewards/rejected': -6.577429294586182, 'rewards/accuracies': 0.9375, 'rewards/margins': 4.7864556312561035, 'logps/chosen': -1484.15771484375, 'logps/rejected': -1949.6318359375, 'logits/chosen': -2.211703300476074, 'logits/rejected': -2.2611184120178223, 'epoch': 0.59}
{'loss': 0.0676, 'grad_norm': 0.7669296264648438, 'learning_rate': 2.0560000000000003e-06, 'rewards/chosen': -0.44919779896736145, 'rewards/rejected': -5.046915531158447, 'rewards/accuracies': 1.0, 'rewards/margins': 4.597718238830566, 'logps/chosen': -643.1683349609375, 'logps/rejected': -2017.977783203125, 'logits/chosen': -2.2797389030456543, 'logits/rejected': -2.3039300441741943, 'epoch': 0.59}
{'loss': 0.2144, 'grad_norm': 3.3199896812438965, 'learning_rate': 2.048e-06, 'rewards/chosen': -1.151732325553894, 'rewards/rejected': -3.6426126956939697, 'rewards/accuracies': 1.0, 'rewards/margins': 2.490880250930786, 'logps/chosen': -1116.7064208984375, 'logps/rejected': -1205.535888671875, 'logits/chosen': -2.3310210704803467, 'logits/rejected': -2.4265787601470947, 'epoch': 0.59}
{'loss': 0.0477, 'grad_norm': 0.6381871104240417, 'learning_rate': 2.04e-06, 'rewards/chosen': -1.1526100635528564, 'rewards/rejected': -5.882176876068115, 'rewards/accuracies': 1.0, 'rewards/margins': 4.729567050933838, 'logps/chosen': -915.3543701171875, 'logps/rejected': -1610.6466064453125, 'logits/chosen': -2.259104013442993, 'logits/rejected': -2.3242926597595215, 'epoch': 0.59}
{'loss': 0.1592, 'grad_norm': 2.3969736099243164, 'learning_rate': 2.032e-06, 'rewards/chosen': -0.4551101624965668, 'rewards/rejected': -5.258650779724121, 'rewards/accuracies': 0.9375, 'rewards/margins': 4.80354118347168, 'logps/chosen': -797.3237915039062, 'logps/rejected': -1746.1845703125, 'logits/chosen': -2.147536516189575, 'logits/rejected': -2.2656748294830322, 'epoch': 0.6}
{'loss': 0.1537, 'grad_norm': 2.0883607864379883, 'learning_rate': 2.024e-06, 'rewards/chosen': -1.1163387298583984, 'rewards/rejected': -4.315532207489014, 'rewards/accuracies': 1.0, 'rewards/margins': 3.1991934776306152, 'logps/chosen': -955.0655517578125, 'logps/rejected': -1232.70556640625, 'logits/chosen': -2.2148449420928955, 'logits/rejected': -2.284162759780884, 'epoch': 0.6}
{'loss': 0.0925, 'grad_norm': 2.3591344356536865, 'learning_rate': 2.0160000000000003e-06, 'rewards/chosen': -1.2959518432617188, 'rewards/rejected': -5.976110458374023, 'rewards/accuracies': 1.0, 'rewards/margins': 4.680158615112305, 'logps/chosen': -1274.18603515625, 'logps/rejected': -1817.1549072265625, 'logits/chosen': -2.233175754547119, 'logits/rejected': -2.3366756439208984, 'epoch': 0.6}
{'loss': 0.1402, 'grad_norm': 1.5701839923858643, 'learning_rate': 2.008e-06, 'rewards/chosen': -0.7925085425376892, 'rewards/rejected': -4.333087921142578, 'rewards/accuracies': 1.0, 'rewards/margins': 3.540578842163086, 'logps/chosen': -754.0623168945312, 'logps/rejected': -1446.16650390625, 'logits/chosen': -2.170339584350586, 'logits/rejected': -2.3263533115386963, 'epoch': 0.6}
{'loss': 0.1203, 'grad_norm': 5.43128776550293, 'learning_rate': 2.0000000000000003e-06, 'rewards/chosen': -1.0423136949539185, 'rewards/rejected': -5.178206920623779, 'rewards/accuracies': 0.9375, 'rewards/margins': 4.13589334487915, 'logps/chosen': -629.5521850585938, 'logps/rejected': -1355.492919921875, 'logits/chosen': -2.287191390991211, 'logits/rejected': -2.292841672897339, 'epoch': 0.6}
{'loss': 0.4845, 'grad_norm': 7.097494125366211, 'learning_rate': 1.992e-06, 'rewards/chosen': -1.7321299314498901, 'rewards/rejected': -5.454890727996826, 'rewards/accuracies': 0.8125, 'rewards/margins': 3.7227606773376465, 'logps/chosen': -1247.4423828125, 'logps/rejected': -1931.818603515625, 'logits/chosen': -2.3602519035339355, 'logits/rejected': -2.3324079513549805, 'epoch': 0.6}
{'loss': 0.1083, 'grad_norm': 1.1362791061401367, 'learning_rate': 1.984e-06, 'rewards/chosen': -0.7004680037498474, 'rewards/rejected': -4.597140789031982, 'rewards/accuracies': 1.0, 'rewards/margins': 3.8966727256774902, 'logps/chosen': -640.665283203125, 'logps/rejected': -1131.2662353515625, 'logits/chosen': -2.186042547225952, 'logits/rejected': -2.3729419708251953, 'epoch': 0.6}
{'loss': 0.0812, 'grad_norm': 1.3543787002563477, 'learning_rate': 1.9760000000000002e-06, 'rewards/chosen': -1.1004178524017334, 'rewards/rejected': -4.959846019744873, 'rewards/accuracies': 1.0, 'rewards/margins': 3.8594284057617188, 'logps/chosen': -1079.481689453125, 'logps/rejected': -1650.786865234375, 'logits/chosen': -2.4102346897125244, 'logits/rejected': -2.4629299640655518, 'epoch': 0.61}
{'loss': 0.2393, 'grad_norm': 2.9528234004974365, 'learning_rate': 1.968e-06, 'rewards/chosen': -0.9193714261054993, 'rewards/rejected': -3.9268922805786133, 'rewards/accuracies': 0.875, 'rewards/margins': 3.007520914077759, 'logps/chosen': -867.8685913085938, 'logps/rejected': -1198.185546875, 'logits/chosen': -2.260512590408325, 'logits/rejected': -2.3463499546051025, 'epoch': 0.61}
{'loss': 0.1502, 'grad_norm': 1.6870479583740234, 'learning_rate': 1.9600000000000003e-06, 'rewards/chosen': -0.9860678315162659, 'rewards/rejected': -3.925314426422119, 'rewards/accuracies': 1.0, 'rewards/margins': 2.939246654510498, 'logps/chosen': -708.6548461914062, 'logps/rejected': -1296.975341796875, 'logits/chosen': -2.23342227935791, 'logits/rejected': -2.350520133972168, 'epoch': 0.61}
{'loss': 0.1196, 'grad_norm': 1.5209406614303589, 'learning_rate': 1.952e-06, 'rewards/chosen': -0.9269262552261353, 'rewards/rejected': -5.2414398193359375, 'rewards/accuracies': 0.9375, 'rewards/margins': 4.314513683319092, 'logps/chosen': -915.54541015625, 'logps/rejected': -1611.212890625, 'logits/chosen': -2.322134017944336, 'logits/rejected': -2.4008195400238037, 'epoch': 0.61}
{'loss': 0.2334, 'grad_norm': 3.4364981651306152, 'learning_rate': 1.944e-06, 'rewards/chosen': -0.660555362701416, 'rewards/rejected': -5.286731243133545, 'rewards/accuracies': 0.9375, 'rewards/margins': 4.626175880432129, 'logps/chosen': -895.4457397460938, 'logps/rejected': -1605.0267333984375, 'logits/chosen': -2.2134666442871094, 'logits/rejected': -2.3398001194000244, 'epoch': 0.61}
{'loss': 0.125, 'grad_norm': 0.8772640824317932, 'learning_rate': 1.936e-06, 'rewards/chosen': -0.7795071005821228, 'rewards/rejected': -4.458858489990234, 'rewards/accuracies': 1.0, 'rewards/margins': 3.6793508529663086, 'logps/chosen': -509.9969787597656, 'logps/rejected': -1131.3944091796875, 'logits/chosen': -2.229003667831421, 'logits/rejected': -2.2770497798919678, 'epoch': 0.61}
{'loss': 0.062, 'grad_norm': 0.6366260051727295, 'learning_rate': 1.928e-06, 'rewards/chosen': -0.8617600202560425, 'rewards/rejected': -6.946234703063965, 'rewards/accuracies': 1.0, 'rewards/margins': 6.084475040435791, 'logps/chosen': -534.4093017578125, 'logps/rejected': -1678.037109375, 'logits/chosen': -2.256129264831543, 'logits/rejected': -2.3286166191101074, 'epoch': 0.62}
{'loss': 0.0641, 'grad_norm': 1.3211946487426758, 'learning_rate': 1.9200000000000003e-06, 'rewards/chosen': -0.9850714206695557, 'rewards/rejected': -5.962459087371826, 'rewards/accuracies': 1.0, 'rewards/margins': 4.977387428283691, 'logps/chosen': -1077.129150390625, 'logps/rejected': -1844.0570068359375, 'logits/chosen': -2.2656126022338867, 'logits/rejected': -2.3405838012695312, 'epoch': 0.62}
{'loss': 0.231, 'grad_norm': 1.8819602727890015, 'learning_rate': 1.912e-06, 'rewards/chosen': -1.3693550825119019, 'rewards/rejected': -4.629960536956787, 'rewards/accuracies': 0.9375, 'rewards/margins': 3.260605812072754, 'logps/chosen': -1112.8797607421875, 'logps/rejected': -1409.190673828125, 'logits/chosen': -2.2828691005706787, 'logits/rejected': -2.369767665863037, 'epoch': 0.62}
{'loss': 0.0541, 'grad_norm': 0.8562042713165283, 'learning_rate': 1.9040000000000003e-06, 'rewards/chosen': -0.8127703666687012, 'rewards/rejected': -7.773825168609619, 'rewards/accuracies': 1.0, 'rewards/margins': 6.961055278778076, 'logps/chosen': -1155.098876953125, 'logps/rejected': -2386.57421875, 'logits/chosen': -1.9444820880889893, 'logits/rejected': -2.088411331176758, 'epoch': 0.62}
{'loss': 0.0922, 'grad_norm': 0.8123158812522888, 'learning_rate': 1.8960000000000001e-06, 'rewards/chosen': -0.9425545930862427, 'rewards/rejected': -5.570479869842529, 'rewards/accuracies': 1.0, 'rewards/margins': 4.627925395965576, 'logps/chosen': -941.0057373046875, 'logps/rejected': -1556.8955078125, 'logits/chosen': -2.093010902404785, 'logits/rejected': -2.2785212993621826, 'epoch': 0.62}
{'loss': 0.1415, 'grad_norm': 2.4496347904205322, 'learning_rate': 1.8880000000000002e-06, 'rewards/chosen': -1.1805720329284668, 'rewards/rejected': -4.1970696449279785, 'rewards/accuracies': 1.0, 'rewards/margins': 3.0164976119995117, 'logps/chosen': -1438.26171875, 'logps/rejected': -1518.6058349609375, 'logits/chosen': -2.2732644081115723, 'logits/rejected': -2.291476249694824, 'epoch': 0.62}
{'loss': 0.2531, 'grad_norm': 3.0189476013183594, 'learning_rate': 1.8800000000000002e-06, 'rewards/chosen': -0.8972765207290649, 'rewards/rejected': -4.4927215576171875, 'rewards/accuracies': 0.8125, 'rewards/margins': 3.595445156097412, 'logps/chosen': -894.4783325195312, 'logps/rejected': -1624.792236328125, 'logits/chosen': -2.213153123855591, 'logits/rejected': -2.2917487621307373, 'epoch': 0.63}
{'loss': 0.0829, 'grad_norm': 0.9058298468589783, 'learning_rate': 1.8720000000000002e-06, 'rewards/chosen': -0.9267483949661255, 'rewards/rejected': -5.1580891609191895, 'rewards/accuracies': 1.0, 'rewards/margins': 4.231340408325195, 'logps/chosen': -921.5757446289062, 'logps/rejected': -1375.3199462890625, 'logits/chosen': -2.3628883361816406, 'logits/rejected': -2.4041922092437744, 'epoch': 0.63}
{'loss': 0.1242, 'grad_norm': 2.139892101287842, 'learning_rate': 1.8640000000000003e-06, 'rewards/chosen': -1.0755921602249146, 'rewards/rejected': -5.823273658752441, 'rewards/accuracies': 0.9375, 'rewards/margins': 4.747681617736816, 'logps/chosen': -1229.0594482421875, 'logps/rejected': -1853.396240234375, 'logits/chosen': -2.2990469932556152, 'logits/rejected': -2.341750383377075, 'epoch': 0.63}
